Item,Terms,Level,Tense,Suitable response categories,Direction,Context,Contributor,Date,AI-drafted,Reviewed/edited
I felt positive about my relationships with children.,Relationships with children,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I thought about or felt grounded in my life philosophy.,Philosophy of life,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I had experiences that felt bigger than myself.,Transcendent experiences,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt spiritually well.,Spiritual health,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt that outside forces controlled what happened to me.,External locus of control,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I judged myself in a positive light.,Positive self evaluation,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt under pressure.,Pressure,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt physically safe.,Physical safety,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I found it easy to make friends.,Making friends,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I engaged in sexual activity.,Sexual activity,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I was someone others could rely on.,Reliability,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I took medication for my health.,Medication,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I had difficulty with physical tasks.,Physical difficulty,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt strong.,Strength,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I acted irresponsibly.,Irresponsibility,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt hopeless.,Hopelessness,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I coped by working through my emotions.,Emotion-focused approach coping,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt secure in my job.,Job security,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt satisfied with myself.,Satisfaction with self,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I made improvements in some area of life.,Improvement,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I attended church or religious gatherings.,Church,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I acted in line with my beliefs and values.,Congruence,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I used social skills effectively.,Social skill,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I took part in civic or community action.,Civic action,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt that others noticed or recognised me.,Being noticed,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I tried to escape or avoid difficult situations.,Escape-avoidance,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt informed about things that matter to me.,Being informed,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I bounced back after difficulties.,Bounce back,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I listened to or made music.,Music,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I worked hard at what I was doing.,Hard work,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt okay about my personal circumstances.,Personal circumstances,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt emotionally distressed.,Psychological distress,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt exhausted.,Exhaustion,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I had positive personal relationships.,Positive personal relationships,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I was working in a job or doing purposeful tasks.,Working,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I made progress toward a goal.,Goal pursuit,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I expected good things to happen.,Positive expectation,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I avoided social contact.,Social avoidance,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I thought about what it means to be healthy.,Health beliefs,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I sought sympathy or support from others.,Seek sympathy,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt like I had a safe place within myself.,Inner haven,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I suffered from physical discomfort or pain.,Physical suffering,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I numbed myself to stress or avoided emotions.,Blunting,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I had unpleasant moments that stuck with me.,Unpleasant moments,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I participated in community life.,Community life,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt I was living in a balanced and optimal way.,Optimal living profile,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I responded well to stressful events.,Response to stressful events,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
"I felt well in body, mind, relationships, and spirit.",Bio-psycho-social-spiritual health,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt well in general.,Perceived wellbeing,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I reflected on my spiritual or personal beliefs.,Spirituality religion and personal beliefs,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I was able to see clearly.,Seeing,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt capable in raising or supporting children.,Rearing children,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I had sexual experiences as often as I wanted.,Sexual experience frequency,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I used coping strategies that worked for me.,Ways of coping,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt well across many areas of life.,Wellness inventory,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I kept track of things that mattered to me.,Monitoring,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt supported in my couple or romantic relationship.,Couples,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I had a positive attitude toward life.,Positive psychological attitudes,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I recovered quickly from stress.,Stress resilience,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt connected to people in my life.,Socal others,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt positive about the wellbeing of my country.,National wellbeing,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
My health allowed me to live well.,Health-related quality of life,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I enjoyed spending time with others.,Enjoy time together,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I received emotional support from others.,Emotion support,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt in control of what happened to me.,Locus of control,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I was able to hear and speak without difficulty.,Hearing speaking,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I was able to do things I needed or wanted to do.,Doing things,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt that my spiritual life brought positive outcomes.,Spiritual outcomes,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt emotionally healthy.,Emotional health,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I had the social support I needed.,Social provision,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt positively about having children or being a parent.,Having children,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I made plans that were realistic and achievable.,Realistic plans,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I reflected on how my life was going.,Life evaluation,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt miserable.,Misery,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I thought about past life circumstances that shaped me.,Past life circumstanes,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt unwell due to sickness.,Sickness,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt positive about my marriage or committed relationship.,Marriage,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I considered things from different points of view.,Multiple perspectives,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I took steps to protect against sexually transmitted diseases.,Std protection,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I looked for new opportunities.,Looking for opportunities,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I had meaningful social experiences.,Social experiences,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I viewed situations in a positive light.,Positive appraisal,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I managed my work or responsibilities at home.,Work at home,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt that things were unstable or uncertain.,Instability,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I saw possible paths to achieve my hopes.,Hope pathways,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I was able to do hobbies I enjoy.,Ability to do hobbies,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt a deep sense of personal meaning or being.,Ontological wellbeing,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I had things in my life that helped protect my wellbeing.,Protective factors,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I changed my thinking to deal with challenges.,Cognitive restructuring,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt that I could take action toward what I hope for.,Hope agency,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt a sense of wellness.,Perceived wellness,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt okay about my current life circumstances.,Present life circumstances,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I made the best of past circumstances.,Making the best of past life circumstnaces,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I had difficulty doing normal daily activities.,Impared functional status,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt sexual desire.,Libido,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I reflected on meaningful past experiences.,Reminiscience,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I used contraception when needed.,Contraceptive use,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I had clothing that suited my needs.,Clothing,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt a general sense of wellness.,Wellness,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt my wellbeing was high quality.,Quality of wellbeing,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt insignificant.,Insignificance,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I took time to recover or feel restored.,Restoration,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I had an overall emotional tone that was clear to me.,General affect,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I was able to function in daily life.,Functional status,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt I understood what caused things in my life.,Causality orientation,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I felt okay about my hair and appearance.,Hair,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I followed life habits that worked for me.,Life habits,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I looked to others for reassurance.,Seek reassurance,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I set realistic goals for myself.,Realistic goals,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I was aware of my inner feelings.,Subjective feelings,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
I prepared ahead of time to handle challenges.,Proactive coping,Experiences,Past,"Agree-disagree, Never-Often",,General,1,14/06/2025,y,
